item_id	category	r_complement	r_substitute
104	0	[5370, 4717, 5644, 7628, 3542, 3567, 4088, 3721, 4316, 1951, 5940, 5120, 3629, 6798, 2708, 3897, 4711, 5304, 4239, 6080, 4158]	[3567, 6603, 5940, 5338]
105	0	[4446, 107, 6466, 6941, 7280, 5919, 74, 106, 6092, 6465, 760, 6485, 6464, 5742, 117, 4196]	[1985, 7280, 5835, 8313, 5919, 74, 3401, 3404, 6485, 6159, 6464, 168, 117]
107	0	[5561, 5038, 8262, 5040, 105, 3582, 7333, 1130, 399, 6137, 4113, 6427, 8013, 117, 5028, 3902, 116, 7335, 5037, 73, 8051, 88, 4105, 7708, 3634, 4195, 5036, 7646, 294, 5027, 7679, 106, 5034, 5032, 766, 5033, 2132, 4114, 5041, 74, 5031, 115, 5024, 297, 5788, 400, 5043]	[7795, 5038, 8262, 3582, 7797, 399, 6137, 6427, 3096, 8013, 72, 116, 7971, 302, 88, 3634, 7708, 4195, 7646, 5937, 7679, 106, 766, 5031, 115, 400]
106	0	[5561, 5038, 6471, 8262, 3196, 5040, 3965, 105, 1130, 399, 6137, 6427, 168, 8013, 117, 3968, 116, 7971, 107, 6941, 727, 88, 7708, 4195, 5036, 7646, 2002, 294, 1190, 118, 6092, 6433, 7340, 5033, 6171, 3429, 6460, 74, 889, 5031, 115, 297, 5788, 400, 4825, 6468]	[3994, 8262, 3196, 6416, 6159, 399, 6137, 6427, 5263, 1673, 116, 7971, 107, 3484, 302, 88, 7708, 3052, 4195, 2002, 294, 2132, 6612, 115, 400]
109	0	[1006, 1137, 3726, 2522, 190, 1714, 402, 399, 7322, 5778, 5780, 321, 142, 107, 5663, 1749, 3896, 8043, 4916, 2324, 216, 4215, 95]	[1540, 1006, 3147, 3896, 2808]
108	0	[322, 4493, 71, 3634, 399, 400, 6085, 8330]	[5198, 4493, 71, 3634, 3, 2250]
111	0	[3235, 4411, 5061, 4076, 2309, 5779, 5664, 8338, 368, 4263, 6189, 660, 7540, 8176, 8396, 5470, 8173, 373, 6950, 1229, 7002, 8330, 4916, 366, 5129, 476, 7404, 8116, 3084, 1386, 8009, 480, 7276, 7403, 2466, 2151, 8150, 2363, 90]	[660, 4411, 7540, 480, 7276, 4076, 2525, 4263, 6189]
112	0	[111, 4076, 7540, 4263]	[]
116	0	[7795, 5038, 158, 8262, 5040, 7571, 399, 1130, 6137, 6427, 8013, 7334, 1830, 5028, 3902, 107, 5037, 5030, 5023, 88, 7708, 3634, 5039, 4195, 8350, 5036, 3024, 7646, 294, 5027, 7679, 106, 5035, 8037, 1265, 5032, 5033, 7945, 5029, 5031, 115, 5024, 5026, 5788, 400, 5043]	[3650, 5038, 8262, 399, 6137, 6427, 8013, 7615, 5037, 107, 6648, 88, 7708, 3634, 4195, 8350, 4196, 7646, 294, 7679, 106, 1045, 1265, 5032, 7945, 5031, 115, 5024, 5788, 7584]
110	0	[4680, 395, 5716, 823, 6858, 20]	[4680, 300, 6858]
118	0	[298, 5561, 5687, 6432, 5087, 3929, 4283, 6875, 734, 2569, 6713, 2634, 8330, 6539, 4967, 4834, 6652, 106, 8116, 8367, 720, 4653, 2782, 5469, 7701, 2157, 115, 167, 2566, 166]	[]
113	0	[6067, 7744, 3235, 6300, 1082, 1422, 2195, 6994, 730, 79, 4069, 6450, 4838, 8176, 5819, 8173, 3543, 114, 4964, 5665, 2531, 2785, 2364, 5990, 7801, 7483, 6713, 8330, 6430, 4916, 4296, 4834, 1887, 6291, 3690, 6438, 712, 3031, 1416, 7817, 6433, 96, 2217, 7865, 5469, 3762, 322, 7701, 4075, 71, 400]	[6067, 4296, 4694, 7198, 134, 6994, 114, 106, 105, 71, 6438, 400, 3084, 8330]
114	0	[6067, 4834, 7701, 113, 6438]	[6504, 6067, 1229, 4693, 6689, 113, 5404, 2785, 6438, 1552, 8338, 720, 8127, 7354, 8330]
117	0	[7280, 105, 7124, 6427, 168, 6617, 6841, 7069, 6465, 760, 313, 2569, 5742, 165, 1190, 4835, 6092, 6091, 6464, 5911, 6171, 297, 2566, 166]	[4446, 5515, 7280, 1944, 168, 2878, 5918, 6941, 3189, 760, 5742, 7243, 6092, 5514, 5911, 6171, 6506, 6561, 767, 297]
115	0	[298, 5561, 7954, 4840, 8262, 747, 105, 399, 116, 107, 73, 3222, 7450, 6875, 7708, 5760, 2634, 6713, 294, 118, 106, 6897, 7701, 6460, 400, 2566]	[116, 294, 107, 8262, 106, 6875, 7708, 399, 400, 4196]
119	0	[7682, 6894, 3235, 7302, 2391, 7047, 836, 7332, 5455, 5664, 7119, 6821, 8176, 2631, 2751, 2542, 3991, 8011, 7483, 7801, 8328, 4967, 2632, 5458, 282, 139, 6980, 4588, 3198, 8157, 6998, 2160, 7757, 7388]	[7302, 7332, 6636, 5455, 5664, 8173, 2751, 2542, 3991, 2785, 7241, 3093, 5458, 282, 5313, 8309, 1977, 3198, 3138, 5518, 6998, 2160, 283, 7128]
121	0	[5045, 7552, 6643, 211, 3600, 994, 4751, 161, 92, 825, 5681, 5474, 4584, 5196, 144, 272, 826, 213, 3895, 2035, 124, 3601, 6997, 921, 1504, 214, 292, 91, 20, 212, 4583, 4016, 122, 7220, 4592, 120, 204, 2156, 823, 7468, 19]	[5045, 6643, 211, 3600, 92, 5681, 4584, 5474, 144, 826, 213, 124, 921, 292, 20, 212, 122, 7220, 4592, 120, 204, 2156, 325, 3601, 19]
122	0	[5045, 3984, 7990, 211, 55, 6522, 994, 8358, 2120, 121, 92, 82, 5681, 4918, 5474, 4584, 5196, 144, 7257, 826, 213, 2035, 232, 124, 6997, 2392, 2, 4312, 5937, 292, 1480, 4866, 8050, 20, 566, 212, 1432, 4016, 7220, 4592, 7310, 120, 204, 2395, 2156, 5004, 5788, 823, 3601]	[5045, 1698, 3612, 121, 7265, 4918, 4584, 2223, 124, 4127, 292, 2119, 20, 7007, 212, 7310, 4592, 120, 2395, 2156]
120	0	[5045, 6643, 211, 2254, 3600, 994, 4751, 121, 92, 824, 5681, 5474, 4584, 144, 272, 826, 213, 3895, 2035, 124, 6997, 2, 921, 292, 20, 7037, 212, 4583, 4017, 4016, 122, 5438, 1921, 7220, 4592, 4796, 204, 2156, 5004, 6227, 823, 3601, 19]	[5045, 3600, 4751, 161, 121, 92, 4584, 5474, 272, 826, 213, 124, 20, 212, 4017, 7220, 4592, 2156, 3601]
123	0	[5963, 2548, 5443, 5966, 3542, 2698, 2017, 4079, 7668, 2019, 4088, 3625, 2596, 6142, 2104, 5448, 7090, 6576, 5617, 5964, 5044, 2108, 7604, 2587, 2234, 7627, 2023, 5759, 1703, 4733, 965, 1324, 310, 6934, 2064, 6143, 2049, 4158, 2047]	[6576, 5617, 5448, 5966, 5759, 7668, 2698, 2108, 1703, 6934, 3625, 2596, 5965, 6143, 4733, 6142]
124	0	[5045, 211, 3600, 994, 121, 92, 5681, 5474, 4584, 5196, 144, 826, 213, 7468, 292, 1283, 20, 212, 122, 7220, 4592, 120, 4796, 204, 2156, 5004, 823, 3601, 19]	[3600, 994, 121, 92, 5780, 5474, 4584, 5196, 272, 2035, 921, 292, 227, 20, 212, 7989, 7220, 4592, 120, 2156, 3601, 19]
125	0	[7673, 8296, 7047, 4386, 3664, 7351, 3853]	[6383, 4256, 7351, 3828, 3853]
126	0	[5719, 2370, 2750, 2367, 6795, 5129, 2373, 410, 1278, 8042]	[2797, 2370, 5719, 2367, 3619, 4347, 6795, 5129, 2073, 5065, 8042]
127	0	[3629, 1137, 2502, 6922, 6297, 7214]	[5101, 3630, 2750, 3629, 5047, 2091, 4004, 1137, 7533, 2502, 5150, 7005, 6546, 6297, 6922, 7214]
128	0	[2503, 7094, 3668, 4042]	[5223, 4807, 5222, 8022, 2503, 7801, 3445, 321]
129	0	[95, 135, 3304, 6274, 5150, 7658, 7005, 7759, 5521, 3671]	[4727, 135, 3304, 6274, 5150, 7005]
130	13	[3042, 2349, 3079, 3476, 3072, 6210]	[3042, 4858, 36, 2349, 3476, 3072, 4880, 6210]
131	0	[2794]	[2794, 5503, 6201, 3339, 8171, 6275]
133	0	[20, 3601, 452, 5438, 7220, 211, 4592, 120, 994, 2156, 6227, 121, 132, 3962, 124, 92, 4269]	[385, 144, 7220, 120, 397, 2156, 121, 132, 124, 20]
132	0	[133, 826, 4796, 6522, 214, 55]	[133, 1931, 5967, 826, 214, 6522, 4796, 6703, 5393, 1929, 55, 7967]
134	0	[8391, 5040, 3965, 180, 6780, 5910, 3955, 8395, 2901, 7801, 1229, 75, 5818, 1716, 3966, 4967, 5684, 4296, 6502, 6652, 181, 8392, 6435, 7684, 7497, 6980, 4016, 76, 208, 6982, 6437]	[6780, 5910, 6502, 6435, 730, 399, 180, 3966, 5920]
135	0	[2750, 6955, 3304, 6274, 5150, 129, 7005, 1437]	[3304, 6274, 6191, 129]
136	0	[2072, 7418, 3578, 1137, 150, 5981, 4820, 7295, 7509, 8205, 7531, 2003, 2423, 8296, 2056, 7404, 2410, 2092, 1984, 3494, 4646, 2331, 1678, 3493, 4983, 137, 7193]	[1030, 3578, 1137, 150, 1075, 7531, 5232, 2423, 2056, 2410, 3520, 3494, 138, 4646, 3492, 2331, 1678, 5363, 3493, 1423, 137]
137	0	[459, 1434, 136, 7047, 1030, 3578, 1137, 150, 3972, 5981, 7422, 8277, 7531, 6363, 2114, 2423, 5232, 8272, 2750, 5773, 2410, 3520, 3494, 138, 693, 4646, 2331, 4686, 1678, 1704, 3493, 1423, 8196]	[3492, 4646, 2331, 459, 7418, 5232, 136, 1678, 3578, 1137, 3493, 150, 2410, 3520, 1423, 7531, 3494, 2423]
138	0	[2072, 1434, 1030, 1137, 1593, 1726, 1322, 1595, 1700, 5981, 1691, 1624, 3865, 7531, 6606, 320, 2114, 5477, 3035, 3147, 782, 1594, 2410, 1029, 1984, 2331, 137, 3644, 3493, 5935]	[2331, 2072, 3035, 1434, 1137, 3147, 460, 1594, 1029, 320, 2114, 1595, 5935]
139	52	[2965, 90, 3198, 119, 2591, 2542, 6998, 3991, 8338, 7618]	[2965, 7302, 119, 2591, 2751, 3329, 2542, 8173, 3991, 4177, 8346, 5458, 4653, 7618, 8309, 3198, 8157, 6998, 8175, 2160, 90]
140	29	[7744, 4131, 4466, 2779, 2378, 2799, 4116, 3774, 4128, 6713, 5015, 4125, 4493, 831, 3690, 6433, 4732, 2065, 4103, 752, 521, 6897, 7701, 3429, 167, 4124]	[2782, 6990, 4121, 5015, 774, 7124, 4732, 2065, 4103]
142	0	[5003, 2394, 6517, 6893, 89, 5726, 1689, 2494, 2035, 4139, 300, 831, 7522, 2217, 7869, 8448, 95, 4444, 4020, 2376, 1692, 7231, 4126]	[89, 5003, 2236, 3220, 3613, 1040, 8448, 95, 2217, 4020, 5726, 7117, 2115, 6893]
145	0	[4136, 2386, 147, 2394, 2391, 2377, 7199, 5594, 5940, 2378, 2387, 144, 5315, 4243, 2384, 1894, 3823, 7801, 2380, 8134, 6167, 8330, 4296, 5219, 4591, 5404, 2382, 2379, 4034, 4114, 3198, 4242, 4590, 7774, 1921, 1222, 2395, 11]	[2378, 4136, 2386, 147, 4034, 2394, 4242, 144, 4243, 2384, 94, 2380, 2396, 11, 7962, 2382]
146	0	[2386, 2394, 2391, 2377, 52, 2522, 7199, 2390, 4243, 2384, 4244, 7962, 6167, 2392, 3611, 1419, 300, 2388, 3765, 4238, 7789, 2382, 521, 4242, 95, 2375, 2395, 31, 3989, 1692, 2396, 7961]	[2392, 3611, 2396, 2805, 2391, 2377, 4138, 4243, 2522, 300, 521, 4238, 1696, 2393, 7231, 4244, 2382]
144	0	[5045, 147, 2394, 2391, 2377, 2522, 211, 161, 121, 5780, 4584, 7197, 4243, 5470, 2384, 826, 124, 6167, 7962, 8043, 2392, 4916, 4834, 7910, 2515, 4238, 227, 2393, 20, 2382, 4117, 212, 7701, 4242, 4016, 7220, 145, 2375, 4592, 4237, 120, 94, 2395, 2156, 1692, 823]	[2378, 2392, 147, 4243, 5470, 2384, 145, 4237, 120, 94, 2395, 2156, 2380, 121, 124, 20, 2382]
141	0	[298, 836, 1735, 726, 6677, 5639, 2785, 6539, 2634, 4296, 2336, 4282, 35, 5065, 8367, 3992, 4388, 2379, 2527, 7701, 2466, 31, 2488, 6635, 6678, 6965, 90]	[2634, 2379, 2527, 2374, 2336, 35, 6677, 5639, 31, 6022]
147	0	[298, 5198, 7199, 8207, 144, 2380, 6167, 1446, 6713, 4916, 4493, 831, 6531, 7856, 2382, 5469, 7701, 145, 71, 4786, 5472]	[646, 144, 831, 7199, 7532, 2380, 4786, 6167, 7173]
143	0	[6152, 6498, 3235, 2391, 2696, 2309, 12, 348, 488, 1408, 1729, 2594, 351, 349, 6455, 734, 1995, 3580, 7801, 7002, 8330, 366, 3483, 5458, 5773, 5398, 354, 4972, 720, 5911, 6688, 367, 3762, 788, 6031, 656, 7161, 7290, 353, 2197, 352, 2732]	[7001, 515, 518, 7003, 2696, 2529, 7290, 7404, 7004, 378, 2055, 2674, 5398, 354, 353, 7002]
148	0	[1121, 7934, 1210, 2246, 1422, 995, 6966, 4069, 1728]	[6966, 1210, 2246, 1728]
149	0	[6979]	[2871, 462, 6979]
150	0	[459, 7418, 4059, 7127, 1137, 4600, 5981, 7422, 320, 2423, 5477, 8296, 5543, 2410, 2092, 2331, 1678, 7403, 1423, 2048, 137]	[459, 7418, 1075, 136, 5363, 1137, 3493, 1098, 2410, 4600, 3520, 1423, 1077, 137, 2423]
151	0	[4094, 6548, 7964, 2997, 7477, 6632, 6530, 1953, 2698, 255, 2957, 4316, 4965, 2958, 2768, 4093, 2886, 6972, 7604, 8308, 8350, 2234, 4164, 2708, 2750, 6855, 1131, 7690, 7234, 6273, 5566, 4239, 1949, 7374, 2464, 3903, 5734, 2369, 6100, 2534, 6791, 5546, 6940]	[7963, 5734, 5103, 6791, 1991, 2111, 6972, 7234, 8308, 5566, 159, 1443, 1949, 2112, 4164, 2958]
152	0	[4876, 4388, 4296, 8176, 646, 7197, 2327, 6677, 649, 2785, 2126, 2436, 96, 1993]	[4876, 4296, 646, 7197, 8046, 2327, 649, 2126]
153	0	[156, 6938, 6717, 154, 6661, 6878, 6993, 6674, 2011, 694, 6692, 6778, 6951, 155, 3966, 1433]	[156, 6717, 154, 6661, 6878, 6993, 2011, 6674, 1044, 694, 6952, 6778, 7801, 155, 2005, 736]
154	0	[156, 6938, 6717, 6661, 6878, 6993, 2011, 6674, 1044, 3965, 6692, 694, 6952, 6778, 7801, 6951, 155, 1433]	[156, 6938, 6717, 6661, 6674, 6993, 6878, 1044, 6692, 6952, 6951, 155, 2005, 1433]
155	0	[6993, 6994, 6951, 1433, 156, 6692, 694, 6952, 6778, 3966, 8330, 6717, 1044, 711, 720, 6938, 154, 6661, 6878, 6674, 2011]	[156, 6938, 6717, 154, 6661, 6878, 6993, 6674, 1044, 6692, 6952, 6778, 6951, 2005, 1433]
156	0	[6993, 3965, 730, 6951, 155, 2005, 1433, 6692, 694, 5325, 6952, 8049, 7801, 6778, 8330, 6717, 1044, 6938, 154, 6661, 6878, 6674, 2011, 153, 8378]	[6938, 6717, 154, 6661, 6878, 6993, 6674, 2011, 1044, 6692, 6952, 6951, 155, 2005, 1433]
157	0	[1598, 926, 1069, 2870, 925]	[1215, 3272, 2203, 5358, 2870, 2661]
158	0	[8204, 298, 2391, 8262, 836, 7570, 8321, 1552, 399, 8338, 6137, 6427, 168, 5326, 8013, 116, 5819, 3222, 1695, 7708, 3634, 7801, 4195, 4244, 1682, 8330, 4834, 165, 7679, 6439, 3084, 6085, 5032, 5469, 6625, 2479, 4619, 4441, 5031, 2395, 167, 400, 166]	[6625, 7899, 53, 4589, 6005, 168, 5326, 6965]
159	0	[4094, 5247, 7477, 1705, 534, 5988, 7242, 4316, 1951, 5547, 2104, 4093, 4027, 6317, 2091, 7578, 5622, 2755, 7604, 1681, 2872, 2587, 4164, 1950, 2088, 5122, 2737, 5539, 4917, 4298, 4480, 7234, 5566, 1952, 5884, 1219, 1949, 3801, 2079, 5734, 5538, 3957, 2369, 8001, 6100, 2643, 1748]	[4094, 4093, 151, 5247, 2079, 5734, 7578, 2755, 7234, 5538, 3957, 7733, 1580, 5547, 1393]
160	21	[16, 2240, 5200]	[5200]
161	0	[298, 6300, 6643, 994, 4751, 2120, 121, 92, 5780, 824, 1888, 825, 1889, 1922, 5196, 144, 5470, 826, 7483, 5472, 124, 8043, 1728, 2392, 8330, 4916, 2, 4296, 1702, 7910, 5471, 216, 1455, 1887, 3690, 6531, 227, 292, 91, 2560, 5469, 1432, 7701, 5438, 4390, 4592, 4796, 204, 2156, 5004, 823, 3601, 335]	[5045, 994, 4751, 2120, 92, 5780, 5470, 826, 6924, 8043, 2, 7228, 1702, 8053, 4017, 5438, 5080, 4592, 120, 823]
162	0	[7404, 2513]	[]
163	0	[]	[7213, 5978, 1783, 1926, 6391, 3812]
164	0	[1600, 163, 5521]	[5651, 1926, 5521, 5957, 5646, 2426, 2797, 5211, 163, 1878, 3555]
166	0	[6152, 5561, 6493, 2570, 5228, 6427, 168, 117, 6432, 3739, 2569, 2634, 165, 7706, 724, 5017, 6439, 6531, 6433, 6431, 735, 752, 2782, 6897, 7701, 2479, 2568, 6460, 167, 2566]	[5561, 6493, 2570, 3193, 6432, 727, 3739, 2569, 165, 724, 5017, 6433, 6431, 735, 2782, 2479, 6460, 167, 2566]
167	0	[6152, 298, 5561, 6493, 2570, 747, 7645, 5228, 1552, 8338, 732, 8207, 5819, 6432, 73, 302, 5470, 8139, 6875, 3739, 2569, 1842, 2456, 6713, 2634, 4916, 4834, 165, 5015, 724, 4493, 3690, 6439, 6531, 6431, 735, 752, 6897, 5469, 322, 7701, 2479, 2568, 6460, 71, 7757, 2566, 166]	[5561, 6493, 2570, 6432, 8139, 2569, 6713, 1728, 165, 5017, 724, 6433, 6431, 2782, 7701, 2479, 6460, 2566, 166]
165	0	[5561, 6493, 2570, 5228, 168, 743, 6432, 302, 2337, 3739, 2569, 2634, 6430, 7706, 5683, 724, 5017, 6439, 6531, 6433, 712, 752, 2782, 6897, 2560, 7701, 2479, 2568, 6460, 167, 504, 2566, 166]	[5561, 6493, 2570, 5228, 168, 6432, 727, 3739, 2569, 7763, 724, 6462, 6431, 735, 2782, 5868, 2479, 167, 949, 2566, 166]
168	0	[5561, 3650, 5515, 158, 7280, 6493, 2570, 732, 117, 6450, 7069, 6432, 727, 6490, 2569, 2634, 165, 1190, 5683, 724, 6462, 6439, 6433, 2296, 5868, 3800, 6897, 6095, 4836, 6171, 2479, 6460, 6561, 167, 2597, 297, 2566, 166]	[158, 7280, 105, 6896, 732, 117, 6944, 760, 165, 1190, 5868, 2479, 6911, 768, 6561, 167, 297, 2566, 166]
169	0	[211, 2254, 806, 215, 7265, 4631, 286, 5474, 21, 7488, 6924, 3962, 4325, 5178, 216, 214, 828, 1283, 6226, 6627, 212, 4016, 4592, 7297, 4796, 204, 5004, 5255, 6227, 55]	[286, 212, 1922, 1497, 211, 2254, 7488, 214, 806, 2833, 4592, 5255, 1283, 215, 55]
170	0	[4253, 2403, 2230, 2229, 5328, 8116, 7500, 6048, 2238, 5329, 2228]	[2230, 4253, 2403, 5328, 7500, 2238, 6048, 5329, 2228]
172	0	[4253, 2403, 1356, 2230, 2229, 8042, 8396, 836, 7078, 5328, 8116, 7944, 6048, 7500, 4067, 2238, 5329, 2228]	[4253, 2230, 2403, 2229, 2595, 35, 5328, 7500, 6048, 2238, 4067, 3706, 5329, 2228]
171	0	[2415, 4253, 2403, 3724, 1356, 2230, 2229, 4390, 868, 7078, 5328, 8116, 7500, 6048, 2238, 5329, 2228, 8009]	[2230, 4253, 2403, 4766, 5328, 7500, 6048, 2238, 5329, 2228]
173	16	[]	[7495, 7738, 7697, 3235, 8285, 60, 2974, 8020, 8003]
174	0	[1925, 3798, 1478, 5521, 5957, 4353, 4715, 4079, 1709, 2369, 1681, 1707, 3555, 7712, 1595, 1700, 1506, 965]	[1663, 1709, 1925]
175	34	[]	[]
176	0	[183, 285, 5866, 383, 6077, 397, 1320, 193, 7623, 201, 2212, 4006, 385, 5967, 5985, 431, 7624, 6211, 1668, 6732]	[2212, 4006, 7624, 383, 385, 6211, 5985, 183, 1668, 4900, 431, 397, 193, 7623, 201, 6212]
177	0	[]	[]
178	0	[]	[1953, 8158, 5780, 3592, 7113]
181	29	[5764, 5189, 5709, 8426, 4021, 6300, 2903, 3927, 5434, 3965, 7580, 6499, 180, 8127, 6043, 2399, 2799, 3553, 4936, 5060, 6689, 3959, 8326, 4849, 6875, 2531, 2901, 8378, 8049, 6591, 2674, 7801, 1229, 8020, 8330, 3480, 4834, 6652, 5731, 831, 194, 6464, 720, 8050, 3762, 6679, 4444, 5162, 8285, 6561, 7757, 6045, 2397, 3551]	[5189, 8426, 3316, 722, 7580, 5872, 8127, 4283, 3929, 2901, 734, 1229, 7801, 8330, 4967, 6652, 5731, 194, 711, 4972, 5162, 2397]
182	53	[2450, 4235, 68, 686, 836, 8369, 7404, 664, 6607, 1617, 4495, 8150, 2192]	[2195, 379, 8150, 2128, 680, 4495, 377, 1514, 3934, 2181, 7404, 6520, 7516, 68, 656, 2171, 659, 7325, 664, 2192]
179	0	[4027, 5339, 2594, 5773, 7002, 23, 6007, 7404, 2754, 6100, 6948, 2736, 5721, 5940, 693, 25]	[685, 23, 6007, 349, 679, 7002, 25]
180	0	[6152, 5189, 7745, 3266, 3927, 5375, 2570, 7580, 730, 6726, 5920, 6780, 5910, 5060, 1412, 313, 773, 8049, 2901, 734, 7801, 1229, 3966, 6480, 8330, 6430, 6652, 6440, 2780, 181, 6435, 6489, 711, 2296, 7684, 5229, 4531, 720, 2782, 753, 2560, 3762, 7652, 6895, 2568, 4444, 7221, 6437, 2395, 2567, 6045]	[757, 6430, 2295, 6895, 3266, 5060, 2568, 4444, 3927, 6435, 730, 773, 2296, 7684, 5920]
183	0	[5624, 401, 383, 364, 5064, 6919, 848, 385, 7541, 5985, 7549, 196, 431, 7659, 432, 7000, 6627, 7318, 291, 4501, 854, 1668, 823, 7436]	[401, 176, 1813, 2223, 5064, 2869, 397, 6919, 848, 385, 7541, 5985, 7549, 196, 431, 8041, 432, 7007, 7000, 7318, 854, 1668, 458, 7436]
184	0	[2071]	[2692, 5927, 5773, 656, 7127, 7520, 2092, 7179, 3964]
185	0	[477]	[36, 477, 5218, 1586]
186	0	[]	[4141, 4144, 5037, 3047, 3046, 2515, 3755, 4055, 4591, 1146, 86, 5527, 2487, 3657, 85, 3048, 1019, 5529]
187	0	[388, 286, 212, 2823, 3599, 1855, 2506, 216, 6982, 397, 4631, 191]	[6780, 388, 2823, 8165, 4031, 2210, 1677, 1617, 55, 7100, 3934]
188	29	[6152, 93, 298, 3235, 4021, 434, 1082, 4599, 2377, 6660, 7320, 6726, 1552, 8338, 3488, 7757, 7673, 5470, 3959, 5325, 1842, 6991, 8330, 4916, 4296, 4834, 8165, 7198, 319, 8449, 2327, 6335, 831, 3690, 6531, 3084, 752, 2217, 322, 4111, 8072, 1084, 2488, 2811, 4675]	[4762, 7744, 3686, 8165, 646, 7752, 1291, 319, 322, 5470, 2327, 774, 2446, 4786, 6085, 5780, 2398]
189	0	[8296, 2349, 5318, 5504, 3475, 3072, 2206]	[5365, 4548, 2349, 3476, 3072, 2206, 4880]
190	0	[5247, 284, 1714, 1623, 1713, 142, 6917, 4589, 3631, 5470, 2494, 8043, 4916, 4834, 648, 831, 2217, 2630, 2793, 8448, 95, 2375, 4441, 4315]	[1715, 2793, 95, 284, 6425, 1714, 4315, 1713, 2217]
191	0	[388, 192, 5489, 5947, 187, 1677, 4069]	[388, 385, 6211, 8263, 5489, 192, 1668, 5947, 431, 187, 4592, 2364, 6212]
192	0	[388, 3177, 2015, 5489, 6943, 2016, 2057, 2466, 1677, 1636, 3081, 191]	[388, 385, 3177, 7466, 2015, 5489, 2016, 3103, 3175, 2057, 1101, 2466, 1636, 6967, 191]
193	0	[2212, 7624, 6212, 383, 6077, 5241, 385, 6211, 5985, 431, 397, 1502, 7623, 201, 5866]	[2212, 4006, 383, 6077, 385, 6211, 5985, 5866, 431, 6212]
194	38	[5189, 6300, 8426, 6241, 2391, 8323, 6740, 7580, 730, 2408, 79, 8127, 6043, 4622, 4838, 3553, 5819, 4624, 5060, 6689, 7825, 4849, 6618, 8049, 2901, 1995, 7801, 1229, 8330, 4967, 4834, 6652, 6224, 319, 181, 1699, 6749, 711, 8161, 3084, 3529, 720, 8050, 6688, 1688, 4620, 3960, 7289, 6679, 3776, 5666, 6045, 5225, 4028, 2397, 3551]	[5189, 6652, 30, 6224, 181, 6689, 6740, 6679, 7580, 3419, 8049, 1995, 79, 720, 2397, 6688]
195	0	[4253, 7500, 2403]	[2230, 4253, 8116, 6048]
196	0	[5241, 4798, 183, 4352, 4623, 1322, 1413, 1595, 5940, 5866, 285, 383, 2543, 397, 193, 6370, 4540, 201, 1414, 385, 5985, 431, 291, 1668, 6080]	[4540, 1414, 385, 291, 4798, 5985, 183, 1668, 431, 2543, 193, 1413]
197	0	[1922, 7466, 7468, 4959, 5196, 216, 198, 214, 994, 121, 5036]	[386, 7466, 5037, 7467, 5027, 7465, 198, 730, 4959, 7468, 7464]
198	0	[7466, 7344, 85, 4959, 142, 5196, 197, 5470, 2494, 8043, 7464, 4916, 2574, 648, 7589, 2393, 5032, 521, 6244, 95, 7467, 2028, 7465, 120, 7468, 7996]	[5028, 7466, 7467, 197, 5027, 7465, 4959, 7468, 7996, 8043, 7464, 2145]
199	0	[648, 3947, 2574]	[2574, 7344, 7197, 648, 7589, 7801, 3028]
200	0	[2219, 89, 142, 5003, 3220, 8448, 3613, 95, 2217, 4020, 2028, 5726, 1623, 7117, 2393, 2115, 6893]	[142, 89, 5003, 3220, 3613, 1040, 8448, 2217, 4020, 5726, 7117, 2115, 6893]
201	0	[5241, 176, 6212, 285, 383, 6077, 397, 193, 5253, 4006, 2212, 385, 5985, 196, 431, 7624, 6211, 1704, 1668, 2047]	[7987, 1754, 383, 385, 176, 1704, 431, 2047, 5253, 6212]
203	0	[920, 5738, 6917, 5469, 322, 7701, 1419, 4589, 52, 146, 5470, 5080, 2039, 6531, 521]	[920, 53, 4589, 7286, 6781, 2039, 7789, 498, 521]
202	0	[1419, 4587, 5057]	[311]
204	0	[5045, 5908, 4267, 7552, 225, 4751, 121, 5681, 1922, 5474, 4869, 4584, 41, 7257, 7488, 826, 5207, 3895, 2035, 44, 124, 4022, 395, 3987, 216, 8271, 292, 91, 4429, 20, 1396, 212, 4017, 6654, 5438, 1921, 4592, 7297, 120, 8236, 4436, 823, 238]	[7552, 225, 3299, 4527, 121, 1922, 4584, 4869, 829, 7257, 3895, 44, 1923, 828, 292, 91, 1396, 1921, 244]
205	0	[648, 2953, 2574]	[2574, 7344, 3947, 323, 648, 2953, 7589, 7468]
206	0	[6504, 2386, 3686, 298, 3235, 2394, 2391, 4059, 2377, 1082, 2522, 747, 12, 1552, 1653, 1735, 2779, 2390, 2378, 4838, 6990, 5777, 4243, 2384, 5325, 2901, 6005, 7483, 1842, 7801, 4162, 4244, 2380, 1229, 8330, 4916, 1907, 4755, 2383, 2336, 3483, 5015, 2388, 6497, 831, 4238, 8208, 3690, 6531, 3031, 2393, 3084, 2784, 2217, 2382, 2379, 2528, 2527, 322, 5469, 4242, 4111, 7774, 2375, 4237, 2376, 6148, 2395, 31, 5397, 6494, 2488, 7757, 2396, 2398]	[3235, 434, 2391, 1714, 12, 1552, 4988, 65, 5325, 6005, 7483, 2456, 1842, 4162, 2663, 2336, 1419, 53, 831, 6965, 3031, 63, 3691, 2379, 322, 4111, 7161, 774, 6148, 5397, 31, 6744, 2398]
